criticalFound,Inspection_Date,Inspector_blue,Inspector_brown,Inspector_green,Inspector_orange,Inspector_purple,Inspector_yellow,pastSerious,pastCritical,timeSinceLast,ageAtInspection,consumption_on_premises_incidental_activity,tobacco_retail_over_counter,temperatureMax,heat_burglary,heat_sanitation,heat_garbage
0.0,15957,0,0,0,1,0,0,0.0,0.0,0.7616438356164383,1,0.0,0.0,82.71,16.80197534420401,5.848000013302622,13.56495716085706
0.0,15957,0,0,0,1,0,0,0.0,0.0,2.0,0,0.0,0.0,82.71,7.060874962563728,20.193170776120546,16.784935061571527
0.0,15957,0,0,0,1,0,0,0.0,0.0,2.0,0,0.0,0.0,82.71,30.75859114350029,26.40123917224797,26.32479171682574
0.0,15958,0,0,0,1,0,0,0.0,0.0,1.2986301369863014,1,0.0,0.0,86.47333333333334,0.7905897146489633,5.444376490392133,1.4548182046156868
0.0,15958,0,0,0,1,0,0,0.0,0.0,0.9369863013698628,1,0.0,0.0,86.47333333333334,21.954289194903367,10.577211984105256,23.43716753380331
0.0,15959,0,0,0,1,0,0,0.0,0.0,2.0,1,1.0,0.0,89.54333333333334,14.052847693331078,13.375759190425176,7.112155960283704
0.0,15961,0,0,0,1,0,0,0.0,0.0,1.7753424657534247,1,0.0,0.0,86.88999999999999,0.7926676087090477,11.201014268651054,6.8398617558179176
1.0,15961,0,0,0,1,0,0,0.0,0.0,0.9452054794520548,1,0.0,0.0,86.88999999999999,14.620709275476313,6.5537851054749625,20.339683130236327
0.0,15964,0,0,0,1,0,0,0.0,0.0,1.4657534246575343,1,0.0,0.0,65.74666666666666,13.984433466947102,22.70154657928051,12.523154676202418
0.0,15964,0,0,0,1,0,0,0.0,0.0,1.1205479452054794,1,1.0,0.0,65.74666666666666,9.913379578588787,17.512303932069845,6.305207295813923
1.0,15964,0,0,0,1,0,0,0.0,1.0,0.947945205479452,1,0.0,0.0,65.74666666666666,20.43207358599539,9.340913766370292,23.070358906589213
0.0,15965,0,0,0,1,0,0,1.0,0.0,1.4493150684931506,1,1.0,0.0,64.70666666666666,10.861821638800432,12.451876329517152,4.400555264038144
0.0,15966,0,0,0,1,0,0,0.0,0.0,2.0,1,0.0,0.0,63.77666666666667,1.062103195159806,2.3609850176925944,1.139944697836501
0.0,15966,0,0,0,1,0,0,0.0,0.0,2.0,0,0.0,0.0,63.77666666666667,0.8668169842699373,2.5799949302099483,1.107503092301055
0.0,15966,0,0,0,1,0,0,0.0,0.0,2.0,0,0.0,0.0,63.77666666666667,12.636416384255188,19.808398705383507,26.64548378523969
0.0,15967,0,0,0,1,0,0,0.0,0.0,2.0,0,0.0,0.0,69.53999999999999,6.868638328496956,23.56936473074457,20.148677388786474
0.0,15967,0,0,0,1,0,0,0.0,0.0,0.7671232876712328,1,1.0,0.0,69.53999999999999,5.698700170068379,15.604519344540494,4.452578961444449
0.0,15967,0,0,0,1,0,0,0.0,0.0,2.0,1,0.0,0.0,69.53999999999999,17.25397204825481,27.546087799783784,23.83331520559045
0.0,15968,0,0,0,1,0,0,0.0,0.0,1.5397260273972602,1,0.0,0.0,75.22333333333334,8.885319854206962,22.245732696072253,22.97421035124988
0.0,15968,0,0,0,1,0,0,0.0,0.0,1.3698630136986298,1,0.0,0.0,75.22333333333334,14.4839567597294,32.065547230127486,16.68540520032662
0.0,15974,0,0,0,1,0,0,0.0,0.0,2.0,1,1.0,0.0,65.76666666666667,12.862866557661246,13.990902341908471,9.09983763023649
0.0,15978,0,0,0,1,0,0,0.0,0.0,2.0,1,1.0,0.0,76.94666666666666,3.7503575955692994,22.9098520584222,6.391416097805254
0.0,15979,0,0,0,1,0,0,0.0,0.0,0.8191780821917808,0,1.0,0.0,75.45666666666666,4.106626131074829,9.620219268967936,19.179630996691266
0.0,15980,0,0,0,1,0,0,0.0,0.0,2.0,1,0.0,0.0,74.04,16.36264639795387,28.958131095773048,24.19800517325063
0.0,15981,0,0,0,1,0,0,0.0,0.0,1.178082191780822,1,0.0,0.0,73.10333333333334,14.80041201369755,8.627893841036036,20.39079832203315
1.0,15985,0,0,0,1,0,0,0.0,0.0,2.0,0,0.0,0.0,73.78666666666669,18.178175973492078,16.654996333767524,33.215688613059285
0.0,15986,0,0,0,1,0,0,0.0,0.0,0.6109589041095891,1,1.0,0.0,71.05333333333334,26.26199995761404,5.73445773478889,10.962497542736475
1.0,15986,0,0,0,1,0,0,0.0,0.0,0.8410958904109589,1,0.0,0.0,71.05333333333334,5.014320657922067,17.479902557873608,13.719659852358415
0.0,15987,0,0,0,1,0,0,0.0,0.0,2.0,0,0.0,0.0,68.58,0.6273397801773141,21.369184784758183,4.474462379409808
